0	0	0	1
0	1	1	1
0	2	1	1
0	0	2	1
0	0	3	1
0	0	4	1
1	3	5	1
2	3	5	1
3	3	5	1
4	3	5	1
5	3	5	1
6	3	5	1
7	3	5	1
1	4	6	1
8	4	6	1
9	4	6	1
10	4	6	1
11	4	6	1
12	4	6	1
13	4	6	1
14	4	6	1
6	4	6	1
15	4	6	1
16	4	6	1
17	4	6	1
18	4	6	1
19	4	6	1
20	4	6	1
1	5	1	1
21	5	1	1
13	5	1	1
1	6	7	1
22	6	7	1
23	6	7	1
10	6	7	1
24	6	7	1
25	6	7	1
26	6	7	1
2	6	7	1
27	6	7	1
28	6	7	1
11	6	7	1
13	6	7	1
4	6	7	1
29	6	7	1
14	6	7	1
7	6	7	1
30	6	7	1
15	6	7	1
31	6	7	1
32	6	7	1
33	6	7	1
34	6	7	1
35	6	7	1
1	7	7	1
2	7	7	1
36	7	7	1
27	7	7	1
11	7	7	1
12	7	7	1
13	7	7	1
3	7	7	1
4	7	7	1
14	7	7	1
7	7	7	1
37	7	7	1
15	7	7	1
35	7	7	1
1	8	8	1
1	5	9	1
21	5	9	1
13	5	9	1
38	5	9	1
39	5	9	1
1	9	9	1
2	9	9	1
11	9	9	1
13	9	9	1
3	9	9	1
4	9	9	1
5	9	9	1
14	9	9	1
6	9	9	1
7	9	9	1
15	9	9	1
16	9	9	1
18	9	9	1
1	3	10	1
2	3	10	1
3	3	10	1
4	3	10	1
6	3	10	1
30	3	10	1
15	3	10	1
1	7	10	1
2	7	10	1
11	7	10	1
12	7	10	1
13	7	10	1
3	7	10	1
4	7	10	1
14	7	10	1
6	7	10	1
37	7	10	1
40	7	10	1
15	7	10	1
41	7	10	1
1	7	11	1
2	7	11	1
12	7	11	1
13	7	11	1
14	7	11	1
6	7	11	1
18	7	11	1
41	7	11	1
42	7	11	1
43	7	11	1
1	8	12	1
44	8	12	1
20	8	12	1
1	6	12	1
23	6	12	1
45	6	12	1
24	6	12	1
25	6	12	1
26	6	12	1
46	6	12	1
2	6	12	1
27	6	12	1
28	6	12	1
11	6	12	1
13	6	12	1
4	6	12	1
5	6	12	1
29	6	12	1
14	6	12	1
6	6	12	1
7	6	12	1
30	6	12	1
15	6	12	1
20	6	12	1
35	6	12	1
47	6	12	1
1	10	12	1
8	10	12	1
9	10	12	1
2	10	12	1
27	10	12	1
11	10	12	1
13	10	12	1
4	10	12	1
5	10	12	1
14	10	12	1
6	10	12	1
7	10	12	1
15	10	12	1
16	10	12	1
19	10	12	1
48	10	12	1
20	10	12	1
47	10	12	1
49	10	12	1
1	11	13	1
9	11	13	1
11	11	13	1
13	11	13	1
4	11	13	1
6	11	13	1
7	11	13	1
15	11	13	1
20	11	13	1
1	5	13	1
21	5	13	1
13	5	13	1
38	5	13	1
20	5	13	1
1	7	13	1
2	7	13	1
36	7	13	1
27	7	13	1
11	7	13	1
12	7	13	1
13	7	13	1
3	7	13	1
4	7	13	1
14	7	13	1
6	7	13	1
7	7	13	1
37	7	13	1
15	7	13	1
20	7	13	1
35	7	13	1
41	7	13	1
42	7	13	1
1	8	14	1
1	4	14	1
9	4	14	1
4	4	14	1
5	4	14	1
7	4	14	1
15	4	14	1
1	10	14	1
9	10	14	1
27	10	14	1
4	10	14	1
5	10	14	1
7	10	14	1
15	10	14	1
1	3	15	1
3	3	15	1
35	3	15	1
1	12	15	1
3	12	15	1
14	12	15	1
1	10	15	1
8	10	15	1
9	10	15	1
27	10	15	1
14	10	15	1
1	3	16	1
7	3	16	1
30	3	16	1
15	3	16	1
35	3	16	1
1	13	17	1
9	13	17	1
11	13	17	1
4	13	17	1
5	13	17	1
14	13	17	1
6	13	17	1
15	13	17	1
18	13	17	1
1	8	18	1
1	12	19	1
2	12	19	1
3	12	19	1
4	12	19	1
14	12	19	1
7	12	19	1
15	12	19	1
1	9	20	1
13	9	20	1
6	9	20	1
15	9	20	1
1	6	21	1
22	6	21	1
25	6	21	1
29	6	21	1
31	6	21	1
1	3	22	1
2	3	22	1
3	3	22	1
4	3	22	1
5	3	22	1
6	3	22	1
7	3	22	1
30	3	22	1
15	3	22	1
35	3	22	1
1	6	23	1
25	6	23	1
35	6	23	1
1	4	24	1
4	4	24	1
6	4	24	1
1	3	25	1
2	3	25	1
3	3	25	1
4	3	25	1
7	3	25	1
30	3	25	1
15	3	25	1
35	3	25	1
1	12	25	1
2	12	25	1
3	12	25	1
4	12	25	1
14	12	25	1
7	12	25	1
15	12	25	1
1	7	25	1
2	7	25	1
3	7	25	1
4	7	25	1
14	7	25	1
7	7	25	1
37	7	25	1
15	7	25	1
20	7	25	1
35	7	25	1
42	7	25	1
1	4	26	1
8	4	26	1
9	4	26	1
10	4	26	1
14	4	26	1
7	4	26	1
15	4	26	1
50	14	27	1
50	14	28	1
50	14	29	1
50	14	30	1
50	14	31	1
51	15	1	1
52	15	1	1
53	15	1	1
54	15	1	1
22	16	32	1
22	16	1	1
22	17	1	1
22	16	7	1
22	17	33	1
22	16	34	1
22	16	35	1
22	16	36	1
22	16	37	1
22	16	38	1
22	6	39	1
25	6	39	1
27	6	39	1
4	6	39	1
29	6	39	1
32	6	39	1
33	6	39	1
22	16	40	1
22	16	41	1
22	16	42	1
22	16	21	1
22	16	43	1
22	16	44	1
22	16	45	1
22	16	46	1
22	16	47	1
55	18	9	1
55	19	29	1
55	19	48	1
56	19	48	1
8	20	34	1
57	20	34	1
58	20	34	1
16	20	34	1
59	20	34	1
60	20	34	1
61	20	34	1
33	20	34	1
20	20	34	1
8	21	49	1
57	21	49	1
8	21	35	1
57	21	35	1
8	20	35	1
57	20	35	1
16	20	35	1
60	20	35	1
61	20	35	1
33	20	35	1
8	20	50	1
57	20	50	1
58	20	50	1
16	20	50	1
59	20	50	1
60	20	50	1
61	20	50	1
33	20	50	1
8	20	51	1
57	20	51	1
16	20	51	1
60	20	51	1
61	20	51	1
33	20	51	1
20	20	51	1
8	10	52	1
9	10	52	1
10	10	52	1
8	4	53	1
9	4	53	1
15	4	53	1
62	22	5	1
63	22	5	1
64	22	5	1
14	22	5	1
62	23	12	1
63	23	12	1
64	23	12	1
14	23	12	1
59	23	12	1
65	23	12	1
66	23	12	1
42	23	12	1
67	23	12	1
68	23	12	1
62	24	12	1
63	24	12	1
64	24	12	1
14	24	12	1
59	24	12	1
65	24	12	1
66	24	12	1
42	24	12	1
67	24	12	1
69	24	12	1
68	24	12	1
62	25	54	1
63	25	54	1
64	25	54	1
59	25	54	1
65	25	54	1
66	25	54	1
42	25	54	1
62	24	54	1
63	24	54	1
64	24	54	1
59	24	54	1
65	24	54	1
66	24	54	1
42	24	54	1
69	24	54	1
62	26	14	1
59	26	14	1
66	26	14	1
42	26	14	1
68	26	14	1
62	27	14	1
59	27	14	1
66	27	14	1
42	27	14	1
68	27	14	1
62	23	15	1
64	23	15	1
14	23	15	1
59	23	15	1
65	23	15	1
66	23	15	1
42	23	15	1
62	28	53	1
62	27	53	1
62	22	55	1
14	22	55	1
66	22	55	1
42	22	55	1
62	29	55	1
14	29	55	1
66	29	55	1
42	29	55	1
62	30	25	1
42	30	25	1
62	26	25	1
42	26	25	1
62	31	25	1
42	31	25	1
62	27	56	1
64	27	56	1
66	27	56	1
42	27	56	1
62	27	57	1
59	27	57	1
42	27	57	1
45	32	12	1
2	32	12	1
3	32	12	1
4	32	12	1
14	32	12	1
6	32	12	1
7	32	12	1
30	32	12	1
15	32	12	1
70	32	12	1
71	32	12	1
35	32	12	1
42	32	12	1
72	32	12	1
47	32	12	1
49	32	12	1
45	33	12	1
9	33	12	1
26	33	12	1
46	33	12	1
2	33	12	1
27	33	12	1
11	33	12	1
3	33	12	1
4	33	12	1
5	33	12	1
14	33	12	1
6	33	12	1
7	33	12	1
73	33	12	1
30	33	12	1
15	33	12	1
70	33	12	1
71	33	12	1
65	33	12	1
74	33	12	1
20	33	12	1
35	33	12	1
42	33	12	1
75	33	12	1
72	33	12	1
47	33	12	1
49	33	12	1
45	33	13	1
9	33	13	1
26	33	13	1
2	33	13	1
27	33	13	1
11	33	13	1
3	33	13	1
4	33	13	1
14	33	13	1
6	33	13	1
7	33	13	1
73	33	13	1
30	33	13	1
15	33	13	1
70	33	13	1
71	33	13	1
76	33	13	1
65	33	13	1
20	33	13	1
35	33	13	1
42	33	13	1
75	33	13	1
72	33	13	1
45	33	26	1
9	33	26	1
26	33	26	1
2	33	26	1
27	33	26	1
3	33	26	1
14	33	26	1
7	33	26	1
15	33	26	1
71	33	26	1
74	33	26	1
77	34	58	1
78	34	58	1
79	34	58	1
80	34	58	1
81	34	58	1
82	34	58	1
77	34	59	1
78	34	59	1
79	34	59	1
80	34	59	1
81	34	59	1
82	34	59	1
83	35	5	1
9	33	6	1
26	33	6	1
46	33	6	1
2	33	6	1
27	33	6	1
11	33	6	1
3	33	6	1
14	33	6	1
6	33	6	1
30	33	6	1
15	33	6	1
71	33	6	1
76	33	6	1
65	33	6	1
74	33	6	1
20	33	6	1
35	33	6	1
9	33	1	1
26	33	1	1
2	33	1	1
11	33	1	1
3	33	1	1
4	33	1	1
14	33	1	1
6	33	1	1
30	33	1	1
15	33	1	1
70	33	1	1
71	33	1	1
76	33	1	1
75	33	1	1
9	36	1	1
2	36	1	1
84	36	1	1
13	36	1	1
6	36	1	1
30	36	1	1
9	33	7	1
26	33	7	1
2	33	7	1
27	33	7	1
11	33	7	1
3	33	7	1
4	33	7	1
14	33	7	1
7	33	7	1
30	33	7	1
15	33	7	1
70	33	7	1
71	33	7	1
76	33	7	1
35	33	7	1
72	33	7	1
9	33	60	1
26	33	60	1
11	33	60	1
3	33	60	1
4	33	60	1
14	33	60	1
6	33	60	1
30	33	60	1
15	33	60	1
70	33	60	1
76	33	60	1
35	33	60	1
72	33	60	1
9	33	61	1
46	33	61	1
2	33	61	1
11	33	61	1
3	33	61	1
4	33	61	1
5	33	61	1
14	33	61	1
7	33	61	1
73	33	61	1
30	33	61	1
15	33	61	1
70	33	61	1
71	33	61	1
76	33	61	1
65	33	61	1
74	33	61	1
20	33	61	1
35	33	61	1
75	33	61	1
72	33	61	1
9	37	62	1
9	37	63	1
9	37	64	1
9	37	65	1
9	37	66	1
9	33	10	1
26	33	10	1
2	33	10	1
11	33	10	1
3	33	10	1
4	33	10	1
14	33	10	1
6	33	10	1
30	33	10	1
15	33	10	1
71	33	10	1
76	33	10	1
65	33	10	1
9	37	12	1
9	37	67	1
9	33	68	1
26	33	68	1
3	33	68	1
4	33	68	1
14	33	68	1
7	33	68	1
15	33	68	1
71	33	68	1
65	33	68	1
20	33	68	1
35	33	68	1
42	33	68	1
9	33	15	1
26	33	15	1
27	33	15	1
3	33	15	1
14	33	15	1
71	33	15	1
65	33	15	1
35	33	15	1
42	33	15	1
75	33	15	1
72	33	15	1
9	13	69	1
5	13	69	1
14	13	69	1
15	13	69	1
9	37	70	1
9	37	18	1
9	33	71	1
26	33	71	1
46	33	71	1
2	33	71	1
11	33	71	1
3	33	71	1
7	33	71	1
30	33	71	1
15	33	71	1
71	33	71	1
75	33	71	1
9	33	72	1
26	33	72	1
2	33	72	1
27	33	72	1
3	33	72	1
4	33	72	1
14	33	72	1
6	33	72	1
7	33	72	1
30	33	72	1
15	33	72	1
70	33	72	1
71	33	72	1
65	33	72	1
74	33	72	1
20	33	72	1
35	33	72	1
42	33	72	1
75	33	72	1
72	33	72	1
47	33	72	1
49	33	72	1
9	37	22	1
9	33	25	1
26	33	25	1
2	33	25	1
3	33	25	1
4	33	25	1
14	33	25	1
7	33	25	1
73	33	25	1
30	33	25	1
15	33	25	1
74	33	25	1
20	33	25	1
35	33	25	1
42	33	25	1
72	33	25	1
49	33	25	1
9	37	25	1
9	36	46	1
9	9	73	1
85	38	1	1
85	38	74	1
85	39	75	1
85	39	13	1
85	38	76	1
85	38	53	1
85	39	55	1
85	38	77	1
86	40	35	1
16	40	35	1
86	41	63	1
25	41	63	1
24	6	70	1
26	6	70	1
11	6	70	1
4	6	70	1
29	6	70	1
25	41	78	1
87	41	78	1
25	42	12	1
88	42	12	1
89	43	1	1
89	43	79	1
89	43	80	1
89	43	81	1
26	33	5	1
46	33	5	1
2	33	5	1
27	33	5	1
11	33	5	1
3	33	5	1
4	33	5	1
5	33	5	1
14	33	5	1
6	33	5	1
7	33	5	1
73	33	5	1
26	44	7	1
26	45	7	1
26	45	65	1
90	45	65	1
26	45	68	1
90	45	68	1
91	45	68	1
26	33	82	1
27	33	82	1
4	33	82	1
5	33	82	1
6	33	82	1
7	33	82	1
15	33	82	1
35	33	82	1
49	33	82	1
26	33	55	1
46	33	55	1
27	33	55	1
11	33	55	1
3	33	55	1
14	33	55	1
7	33	55	1
15	33	55	1
70	33	55	1
71	33	55	1
35	33	55	1
42	33	55	1
75	33	55	1
72	33	55	1
49	33	55	1
26	33	83	1
46	33	83	1
2	33	83	1
27	33	83	1
11	33	83	1
3	33	83	1
14	33	83	1
6	33	83	1
73	33	83	1
30	33	83	1
15	33	83	1
70	33	83	1
71	33	83	1
65	33	83	1
74	33	83	1
20	33	83	1
35	33	83	1
75	33	83	1
72	33	83	1
49	33	83	1
26	33	84	1
46	33	84	1
2	33	84	1
27	33	84	1
3	33	84	1
5	33	84	1
14	33	84	1
7	33	84	1
