0,0
1,0
8,0
9,0
10,0
22,0
23,0
24,0
25,0
45,0
50,0
51,0
52,0
55,0
62,0
77,0
83,0
85,0
86,0
89,0
0,1
1,1
2,1
3,1
4,1
6,1
8,1
9,1
10,1
11,1
13,1
14,1
15,1
16,1
17,1
19,1
21,1
22,1
23,1
24,1
25,1
26,1
28,1
29,1
30,1
31,1
32,1
34,1
41,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
62,1
66,1
70,1
71,1
75,1
76,1
78,1
79,1
81,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
93,1
94,1
95,1
96,1
97,1
101,1
102,1
103,1
105,1
106,1
108,1
109,1
110,1
113,1
114,1
115,1
116,1
122,1
0,2
8,2
22,2
23,2
25,2
38,2
56,2
78,2
83,2
88,2
94,2
95,2
97,2
101,2
103,2
104,2
116,2
0,3
50,3
62,3
69,3
89,3
93,3
98,3
112,3
114,3
115,3
118,3
119,3
0,4
29,4
55,4
77,4
86,4
97,4
98,4
103,4
1,5
2,5
3,5
4,5
5,5
6,5
7,5
8,5
11,5
12,5
13,5
14,5
21,5
23,5
25,5
26,5
27,5
28,5
29,5
36,5
37,5
38,5
46,5
57,5
62,5
63,5
64,5
73,5
78,5
83,5
84,5
90,5
93,5
96,5
97,5
101,5
102,5
103,5
105,5
107,5
110,5
1,6
2,6
3,6
6,6
8,6
9,6
10,6
11,6
12,6
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,6
22,6
23,6
24,6
25,6
26,6
27,6
28,6
29,6
30,6
33,6
34,6
35,6
36,6
38,6
46,6
48,6
51,6
52,6
53,6
54,6
57,6
58,6
59,6
60,6
61,6
62,6
65,6
66,6
71,6
74,6
76,6
83,6
84,6
85,6
86,6
87,6
89,6
94,6
98,6
101,6
102,6
103,6
105,6
106,6
107,6
108,6
109,6
111,6
114,6
115,6
116,6
1,7
2,7
3,7
4,7
7,7
8,7
9,7
10,7
11,7
12,7
13,7
14,7
15,7
16,7
17,7
19,7
21,7
22,7
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,7
32,7
33,7
34,7
35,7
36,7
37,7
50,7
52,7
53,7
55,7
56,7
57,7
58,7
59,7
60,7
61,7
62,7
66,7
67,7
69,7
70,7
71,7
72,7
76,7
78,7
83,7
84,7
85,7
86,7
88,7
89,7
93,7
94,7
95,7
101,7
102,7
103,7
105,7
107,7
108,7
109,7
110,7
111,7
112,7
113,7
114,7
115,7
1,8
3,8
8,8
9,8
26,8
49,8
50,8
52,8
54,8
56,8
58,8
59,8
62,8
66,8
69,8
71,8
83,8
85,8
90,8
95,8
102,8
103,8
105,8
110,8
111,8
112,8
113,8
114,8
115,8
116,8
119,8
122,8
1,9
2,9
3,9
4,9
5,9
6,9
7,9
8,9
11,9
12,9
13,9
14,9
15,9
16,9
18,9
21,9
22,9
24,9
25,9
27,9
30,9
33,9
35,9
36,9
37,9
38,9
39,9
40,9
42,9
44,9
50,9
52,9
55,9
56,9
58,9
59,9
61,9
64,9
65,9
69,9
77,9
78,9
79,9
80,9
81,9
83,9
86,9
87,9
88,9
90,9
92,9
96,9
97,9
98,9
99,9
102,9
103,9
104,9
105,9
107,9
109,9
110,9
111,9
112,9
113,9
114,9
115,9
116,9
117,9
119,9
120,9
121,9
122,9
0,10
1,10
2,10
3,10
4,10
6,10
8,10
9,10
11,10
12,10
13,10
14,10
15,10
16,10
17,10
19,10
21,10
23,10
24,10
25,10
26,10
28,10
29,10
30,10
31,10
32,10
37,10
39,10
40,10
41,10
50,10
52,10
55,10
56,10
57,10
58,10
59,10
62,10
65,10
66,10
69,10
71,10
76,10
77,10
78,10
79,10
81,10
82,10
83,10
84,10
85,10
88,10
89,10
93,10
94,10
96,10
98,10
101,10
102,10
103,10
104,10
106,10
107,10
108,10
109,10
110,10
111,10
113,10
114,10
115,10
116,10
120,10
1,11
2,11
6,11
9,11
12,11
13,11
14,11
18,11
21,11
22,11
23,11
25,11
34,11
41,11
42,11
43,11
44,11
50,11
55,11
58,11
59,11
62,11
65,11
67,11
78,11
85,11
88,11
101,11
103,11
105,11
110,11
114,11
115,11
116,11
119,11
0,12
1,12
2,12
3,12
4,12
